id,bathroom,locality,property_size,rent_amount,type_bhk
1914,2,Himayatnagar,1100,19000,2
1915,3,Hafeezpet,2000,30000,3
1916,2,Gajularamaram,960,16000,2
1917,4,Banjara Hills,2200,40000,4
1919,3,Nizampet,1600,22000,3
1923,2,Kukatpally,1362,28000,3
1924,3,Kondapur,1750,26000,3
1926,2,Kukatpally,1350,17000,2
1928,3,Hafeezpet,1800,24000,3
1929,2,Adikmet,1050,12000,2
1935,3,Shaikpet,1525,21000,3
1937,2,Manikonda,1140,15000,3
1944,3,Gachibowli,1800,30000,3
1945,3,Nallagandla,1500,20000,3
1946,3,Bandlaguda,1800,27000,3
1958,3,Pragathi Nagar,1450,24000,3
1959,2,Meerpet,1100,7000,2
1961,3,Chanda Nagar,1520,18000,3
1962,3,Kukatpally,1560,20000,3
1963,2,Kukatpally,1400,20000,3
1965,2,Chanda Nagar,1600,18000,3
1970,2,Mehdipatnam,1000,11000,2
1971,2,Nizampet,1350,13900,2
1975,3,Kukatpally,1250,16000,3
1977,3,Tellapur,1397,13000,3
1978,2,Yella Reddy Guda,1310,19000,3
1979,2,Begumpet,1275,20000,2
1981,2,Serilingampally,750,12500,2
1983,2,Pragati Nagar,1000,10000,2
1984,2,Nanakramguda,1600,20000,2
1986,2,Hafeezpet,1555,25000,3
1989,2,Old Bowenpally,1225,18000,2
1991,2,Miyapur,1200,12000,2
1993,3,Kondapur,1850,25000,3
1994,2,Chanda Nagar,1470,17000,3
1995,2,Chanda Nagar,1470,17000,3
2001,1,Boduppal,650,5600,1
2002,4,Kondapur,2000,30000,3
2003,2,Bowenpally,1200,14000,2
2006,3,Kondapur,1515,21000,3
2008,2,Hyderabad,1050,10000,2
2010,3,Kukatpally,1500,20000,3
2012,3,HITEC City,1570,26000,3
2017,3,Serilingampally,1550,15500,3
2021,2,Kondapur,1700,25000,3
2023,2,Mehdipatnam,1500,18000,3
2027,2,Nizampet,1100,14500,2
2029,1,Hafeezpet,1000,15000,2
2031,2,Kondapur,1000,20000,2
2042,2,Kondapur,1660,23000,3
2043,3,Miyapur,1610,16500,3
2047,2,Badangpet,1350,5000,2
2048,1,Sanjeeva Reddy Nagar,600,6000,1
2049,3,Banjara Hills,1400,20500,3
2050,3,Kondapur,1640,26000,3
2051,4,Kukatpally,2400,36000,4
2054,3,Kompally,1525,15000,3
2055,2,Pragathi Nagar,1050,11500,2
2065,2,Kukatpally,1650,20000,3
2066,2,Nagole,1000,16000,2
2067,2,Pragathi Nagar,1300,15000,3
2068,1,Dilsukhnagar,500,10000,1
2071,2,Manikonda Jagir,1250,14000,2
2073,2,Chanda Nagar,1105,16000,2
2074,3,Madhapur,1550,25000,3
2082,2,New Nallakunta,1000,13000,2
2086,2,Kondapur,985,18500,2
2088,3,Hafeezpet,1495,25000,3
2091,2,Ameenpur,1150,10000,2
2094,1,Miyapur,650,8000,1
2097,2,Kondapur,1000,15000,2
2099,2,Kukatpally,1150,14500,2
2101,2,Kukatpally,1150,14500,2
2103,2,Rasoolpura,600,9000,1
2106,1,Tellapur,950,10000,2
2112,2,Kukatpally,1380,22000,3
2113,2,Chanda Nagar,1050,11500,2
2115,2,Kondapur,1000,19000,2
2116,2,Begumpet,1000,15000,2
2119,1,Hastinapuram,350,3750,1
2120,1,Hitech City,900,9000,1
2121,1,Hitech City,900,9000,1
2126,2,Himayatnagar,1335,22000,3
2131,2,Kukatpally,1300,16000,3
2139,2,Kapra,1370,12000,2
2141,2,Qutub Shahi Tombs,1150,12000,2
2147,2,Himayatnagar,1000,15000,2
2150,5,Gachibowli,2900,35000,4
2161,2,Nizampet,1100,12000,2
2165,2,Serilingampally,700,16000,2
2166,2,Kondapur,1100,16000,2
2173,2,Kondapur,1150,16000,2
2176,2,Bhoiguda,1200,18000,2
2177,3,Kondapur,1800,25000,3
2179,1,Miyapur,600,10000,1
2183,3,Manikonda,1600,20000,3
2184,3,Manikonda,1600,20000,3
2185,2,Pragathi Nagar,1050,13000,2
2188,2,Miyapur,1200,14500,2
2189,2,Gajularamaram,1265,15000,2
2190,3,Hitec City,1700,25000,3
2191,3,Sainikpuri,1200,15000,3
2193,2,Miyapur,960,14000,2
2196,2, Chanda Nagar,1400,15000,2
2197,1,Kothapet,1000,5000,2
2204,2,Madinaguda,1010,15000,2
2205,2,Madinaguda,1010,15000,2
2206,2,Kukatpally,720,15000,2
2209,3,Nizampet,1550,14000,3
2212,2,Miyapur,1055,12000,2
2217,3,Puppalaguda,1400,20000,3
2220,2,Shaikpet,1212,22000,3
2223,2,Dilsukhnagar,1100,9500,2
2224,1,West Marredpally,600,6000,1
2225,2,Nacharam,800,8500,2
2226,1,West Marredpally,600,6000,1
2227,2,Nacharam,800,8500,2
2228,1,Patancheru,800,6000,1
2229,2,Miyapur ,1500,18500,3
2234,2,Nallakunta,1000,16000,2
2235,2,Miyapur,1000,13500,2
2236,2,Chanda Nagar,900,11000,2
2241,2,Hafeezpet,1550,18000,3
2246,2,Kondapur,1100,20000,2
2248,3,Kondapur,1250,26000,3
2249,2,Ramachandrapuram,1650,11000,2
2251,1,Hastinapuram,750,9000,1
2252,3,Manikonda,1350,18000,3
2254,2,Hitec City,1550,23000,3
2255,1,Kukatpally,750,9000,1
2259,2,Kukatpally,1500,20000,3
2260,2,Kukatpally,1000,13000,2
2261,3,Himayath Nagar,1650,30000,3
2276,2,Pragati Nagar,1200,11500,2
2287,3,Malakpet,1710,25000,3
2288,3,Madhapur,1700,30000,3
2289,3,Madhapur,1700,30000,3
2292,2,Almasguda,1200,9000,2
2293,2,Almasguda,1200,9000,2
2296,2,Miyapur,1672,18000,3
2297,3,Kohtaguda,1640,30000,3
2301,1,Hafeezpet,420,6000,1
2302,2,Kukatpally,1100,14000,2
2305,2,Miyapur,1495,24000,3
2312,2,Kukatpally,1000,14500,2
2313,1,Ramachandra Puram,750,5000,1
2314,2,Dammaiguda,1000,13000,2
2317,2,Saroornagar,1000,12000,2
2319,1,Musheerabad,570,7000,1
2329,2,Gopanpally,1253,22500,3
2331,2,Gopanpally,1253,22500,3
2336,2,Jagathgiri Gutta,720,12000,2
2343,3,Kondapur,1433,25000,3
2344,2,Miyapur,1050,11000,2
2345,2,Kondapur,1100,15000,2
2351,3,Narsingi,1505,27000,3
2352,3,Narsingi,1640,25000,3
2354,1,Begumpet,550,9500,1
2358,2,Secunderabad,1100,10000,2
2360,3,Gachibowli,1198,28000,3
2361,1,Kothapet,700,6000,2
2369,3,Miyapur,1470,20000,3
2371,2,Pragathi Nagar,1200,16500,2
2372,2,Puppalaguda,1235,18000,2
2373,2,Pragathi Nagar,1200,16500,2
2374,2,Puppalaguda,1235,18000,2
2378,2,Kukatpally,1110,20000,2
2382,1,Moti Nagar,720,7000,1
2385,2,Nacharam,1000,12000,2
2386,1,Gokul Plats,500,10000,1
2387,3,Nizampet,1555,16000,3
2389,3,Narsingi,1700,25000,3
2391,2,Miyapur,1175,11000,2
2392,2,Gajularamaram,960,12000,2
2394,2,Gajularamaram,960,12000,2
2396,2,Manikonda,1150,13000,2
2397,2,Dilsukhnagar,1320,16000,3
2403,2,Miyapur,975,14500,2
2405,2,Manikonda,1100,14000,2
2407,2,Kushaiguda,950,15000,2
2409,3,Kondapur,1600,25000,3
2411,3,Hafeezpet,2000,30000,3
2413,2,Medipally,950,7000,2
2419,2,Kothapet,800,8000,2
2424,2,Manikonda,1200,16000,2
2429,2,Miyapur,1550,15000,3
2432,3,Miyapur,1710,23000,3
2433,3,Miyapur,1880,27000,3
2437,2,Puppalaguda,1200,20000,2
2439,2,Hafeezpet,1145,14000,2
2441,3,Manikonda,1755,26000,3
2443,3,Bachupally,1620,12000,3
2450,2,Malakpet,1000,12500,2
2453,2,Padmarao Nagar,1000,11500,2
2456,1,Ameenpur,650,8000,1
2458,1,Ameenpur,650,8000,1
2463,2,Kukatpally,1100,12000,2
2464,3,Toli Chowki,2000,23000,4
2469,2,Gachibowli,1050,18500,2
2470,3,Kondapur,1800,20000,3
2474,3,Gachibowli,2500,4542,3
2476,1,Chanda Nagar,630,7300,1
2478,2,Ameerpet,1500,25000,3
2479,2,Mallampet,1195,12000,2
2486,2,Hastinapuram,1000,9000,2
2487,1,Kondapur,500,10000,1
2488,2,Attapur,1010,10000,2
2492,2,Miyapur,1000,13000,2
2493,2,Manikonda,1053,16500,2
2495,2,Saroornagar,700,5500,1
2497,2,Nanakramguda,1100,24000,3
2504,3,Beeramguda,2265,20000,4
2505,3,Kachiguda,1250,23000,3
2506,2,Masab Tank,1250,16500,3
2508,3,Serilingampally,1630,25000,3
2512,2,Kondapur,800,16000,2
2513,2,Nizampet,1050,9000,2
2517,1,Uppal,700,8500,2
2519,3,Kokapet,1800,25000,3
2521,3,Kokapet,1800,25000,3
2527,3,Malakpet,1500,16000,3
2529,2,Kondapur,1250,18000,2
2530,1,Krishna Reddy Pet,750,7500,1
2541,3,Kondapur,1979,21000,3
2550,2,Habsiguda,1300,20000,2
2553,2,Nizampet,1200,13500,2
2559,2,Kukatpally,1100,16000,2
2561,2,Balkampet,850,16000,2
2563,2,Balkampet,850,16000,2
2567,2,Moosapet,1065,15000,3
2569,3,Kukatpally,1495,24500,3
2572,1,Kukatpally,500,8000,1
2578,3,Narsingi,1655,27000,3
2591,2,Kushaiguda,1100,8000,2
2594,2,Kondapur,1100,17000,2
2595,3,Manikonda,1700,21000,3
2600,2,Nizampet,1375,17000,3
2602,2,Nallagandla,1300,20000,2
2607,3,Kondapur,1500,28500,3
2608,3,Kondapur,1600,27000,3
2610,3,Kondapur,1545,30000,3
2611,2,Malakpet,1200,16000,3
2612,2,Boduppal,580,5000,1
2614,3,Kondapur,1520,23000,3
2630,2,Miyapur,1067,14000,2
2636,2,Manikonda,1000,16500,2
2637,2,Qutub Shahi Tombs,1250,14000,2
2641,2,Nizampet,1320,20000,3
2642,3,Hafeezpet,1850,24000,3
2643,1,Alwal,700,6000,2
2648,2,LB Nagar,950,12000,2
2649,3,Kothaguda,1890,25000,3
2652,2,Kukatpally,1560,18000,3
2655,2,Chanda Nagar,1160,15000,2
2664,1,Ameenpur,630,7500,1
2668,2,Beeramguda,1100,9000,2
2672,3,Kondapur,1630,18000,3
2673,1,Nizampet,800,7000,1
2677,3,Gachibowli,1460,30000,3
2680,3,Kothaguda,1800,20000,3
2681,2,Miyapur,1450,18000,3
2682,3,Kondapur,1750,22000,3
2686,2,Bandlaguda Jagir,1160,12000,2
2692,3,Kompally,1800,19000,2
2695,3,Nizampet,1430,12000,3
2696,1,Kukatpally,550,9500,1
2701,2,Kukatpally,1240,18000,2
2708,2,Puppalguda,1050,15000,2
2709,2,Puppalguda,1050,15000,2
2711,3,Madhapur,1850,20000,3
2712,2,Madhapur,1240,15000,2
2716,2,Madhapur,850,18000,2
2719,2,Old Bowenpally,1000,11000,2
2721,2,Serlingampalli,910,12500,2
2728,3,Madhapur,1266,28000,3
2738,1,Jillelaguda,500,5500,1
2741,3,Kondapur,1900,22000,3
2744,2,Mehdipatnam,1260,12000,2
2745,2, Chanda Nagar,900,12000,2
2757,3,Manikonda,2055,28000,3
2761,2,Dilsukhnagar,1300,23000,3
2765,1,Kukatpally,597,6400,1
2766,3,Nanakaramguda,1198,30000,3
2768,2,Kondapur,700,18000,2
2769,2,Kondapur,1484,25000,3
2770,3,Kondapur,1400,22000,3
2771,2,Moula Ali,1100,10000,2
2772,2,Kondapur,1200,15000,2
2775,3,Gopanpally,1779,21000,3
2776,3,Sainikpuri,1150,17000,3
2777,2,Kothapet,700,12000,2
2778,3,Kukatpally,1750,22000,3
2779,2,Upperpally,950,10000,2
2784,2,Kothaguda,1200,20000,2
2788,2,Meerpet,1100,7500,2
2789,3,Madhapur,1600,28000,3
2791,2,Miyapur,900,9000,2
2796,3,Attapur,1600,17000,3
2798,2,Nizampet,1100,14000,2
2800,2,Puppalaguda,1000,16000,2
2805,2,Pragathi Nagar,1100,12000,2
2818,3,Manikonda,2000,21000,3
2819,2,Dilsukhnagar,1000,15500,2
2821,3,Pocharam,2000,18000,3
2824,2,Kapra,2200,11500,2
2832,2,Miyapur,1200,15000,2
2833,2,Miyapur,1050,16000,2
2834,3,HITEC City,1750,27000,3
2835,3,HITEC City,1750,27000,3
2836,2,Kukatpally ,1400,25000,3
2844,1,Dilsukhnagar,600,4,1
2847,2,New Nallakunta,1000,12000,2
2848,2,Miyapur,800,15000,2
2850,2,Puppalaguda,1000,18000,2
2851,3,Chanda Nagar,1350,18000,3
2854,2,Pragati Nagar,1000,10000,2
2857,2,Pragati Nagar,1000,10000,2
2861,2,Kapra,800,9500,2
2862,2,Bharat Heavy Electricals Limited,1214,13000,2
2863,1,Madhapur,1100,14000,2
2868,2,Miyapur,1100,11000,2
2872,2,Vanasthalipuram,1150,10000,2
2873,2,Begumpet,1000,15000,2
2876,3,Miyapur,1400,18000,3
2884,2,Pragathi Nagar,1000,12000,2
2886,2,Madeenaguda,1540,29000,3
2887,1,Miyapur,950,12000,2
2889,2,Miyapur,1500,16000,3
2896,2,New Nallakunta,875,15000,2
2900,3,Nizampet,1500,14000,3
2904,1,Kondapur,550,9500,1
2906,2,Ramachandra Puram,900,8000,2
2911,2,Toli Chowki,1340,20000,3
2913,3,Gachibowli,1650,21000,3
2914,2,Serilingampally,800,12500,2
2915,2,Nanakramguda,1492,30000,3
2917,2,Kondapur,1120,18000,2
2918,2,LB Nagar,950,12500,2
2919,2,Kondapur,1120,18000,2
2920,2,LB Nagar,950,12500,2
2922,3,Osman Nagar,2700,30000,3
2923,2,Manikonda,950,12000,2
2925,3,Trimulgherry,1710,25000,3
2926,3,Hitec City,1855,24000,3
2930,2,Manikonda,1130,20000,2
2936,2,Gajularamaram,1200,14000,2
2942,2,Borabanda,900,10000,2
2943,2,Nizampet,1340,18000,3
2945,3,Shilpa Hills,1600,28000,3
2947,1,Moti Nagar,850,8000,1
2948,3,Manikonda,1750,23000,3
2950,2,Kukatpally,1500,16000,2
2954,2,Kukatpally,1200,20000,2
2957,3,Kondapur,1800,20000,3
2958,2,Chanda Nagar,1050,18000,2
2963,2,Pocharam,1136,15000,2
2964,2,Hydershakote,1400,15000,3
2968,2,Miyapur,1015,11000,2
2985,2,Bharat Heavy Electricals Limited,1300,14500,3
2986,2,Ramachandra Puram,1025,9000,2
2987,3,Kondapur,1425,20000,3
2989,3,Pragati Nagar,1820,22500,3
2990,2,Kondapur,1070,20000,2
2993,2,Nalagandla,1360,22000,3
2998,2,Gachibowli,1360,26000,3
2999,2,Bolarum,1300,10000,2
3005,3,Gopanapalli,1850,25000,3
3006,3,Gachibowli,1250,20000,3
3007,2,Bahadurguda,1175,13500,2
3014,2,Uppal,1000,9000,2
3016,2,Pragathi Nagar,1000,13500,2
3023,2,Kukatpally,850,11000,2
3024,2,Kukatpally,850,11000,2
3029,4,Bachupally,2400,20000,3
3031,3,Kondapur,1495,20000,3
3034,3,Somajiguda,1461,25000,3
3037,2,Secunderabad,1000,9000,2
3038,2,Kistareddypet,1020,8000,2
3039,1,Hayathnagar,400,5000,1
3040,2,Begumpet,1600,20000,3
3041,2,Kondapur,1000,12500,2
3042,2,Kukatpally,1100,15000,2
3044,1,Suraram,500,5000,1
3046,1,Suraram,500,5000,1
3049,3,Hafeezpet,2000,23500,4
3058,2,Nizampet,1210,13000,2
3064,2,Kukatpally,900,14000,3
3066,2,Boduppal,1280,12000,2
3075,1,Madinaguda,500,8500,1
3076,3,Nizampet,1725,16000,3
3081,2,Borabanda,1330,19000,2
3084,1,Tellapur,1000,8000,1
3087,3,Manikonda,1605,25000,3
3091,3,West Marredpally,1000,13500,2
3094,3,Gachibowli,1920,30000,3
3098,3,Moula Ali,1500,10000,3
3100,2,Borabanda,1100,18000,2
3101,2,Quthbullapur,900,10000,2
3104,3,Pragathi Nagar,1800,13000,3
3105,3,Manikonda,2000,24000,3
3108,3,Manikonda,2000,24000,3
3111,1,Miyapur,500,7000,1
3112,2,Mehdipatnam,1400,18000,3
3114,2,Nizampet,1050,13000,2
3116,2,Bachupally,1111,13000,2
3117,2,West Marredpally,1300,18000,2
3118,2,Nizampet,960,13000,2
3121,2,Bowenpally,1200,10000,2
3124,2,Shaikpet,1000,10000,2
3131,2,Kukatpally,1200,15000,2
3137,2,Moosapet,970,15000,2
3138,3,Pocharam,1443,12000,3
3140,3,Kondapur,1950,20000,3
3148,3,Manikonda,1625,18000,3
3151,2,Kukatpally,1250,15500,2
3153,3,Kondapur,1700,26000,3
3154,2,Kukatpally,1250,16000,3
3156,3,Moosapet,1000,17000,2
3157,3,Gachibowli,1628,25000,3
3158,3,Moosapet,1600,21000,3
3159,2,Uppal,797,7000,2
3160,2,Gachibowli,1260,24000,3
3161,2,Chanda Nagar,1350,17000,3
3162,3,Kondapur,2000,25000,3
3172,3,Kukatpally,1567,28000,3
3173,3,Bowrampet,1800,25000,4
3175,4,Begumpet,1550,20000,3
3177,2,Bachupally,1150,12000,2
3180,1,Sainikpuri,900,7000,1
3184,1,Kondapur,450,9500,1
3185,2,Moosapet,1000,17000,2
3186,2,Neredmet,1000,10000,2
3190,3,Moosapet,1600,21000,3
3196,2,Serilingampally,895,12000,2
3197,3,Gachibowli,1200,20000,3
3204,2,Beeramguda,450,5500,1
3207,2,Miyapur,1250,18000,2
3208,3,Gachibowli,2514,15000,3
3213,2,Jagadgiri Gutta,1400,12000,2
3215,3,Kondapur,1545,28000,3
3218,2,Kukatpally,1200,16000,2
3222,3,Masab Tank,1350,20000,3
3227,3,Kukatpally,1600,20000,3
3231,2,Chanda Nagar,900,12500,2
3242,2,Dilsukhnagar,700,7500,2
3244,3,Boduppal,3500,30000,4
3246,2,Malkajgiri,1100,8500,2
3249,2,Borabanda,900,14500,2
3250,1,Neredmet,650,4000,1
3254,2,Pragathi Nagar,1100,11000,2
3255,2,Dilsukhnagar,1200,9000,2
3256,2,Kukatpally,1150,12000,2
3258,1,Neredmet,1000,5500,2
3261,2,Hyderabad,1350,9000,2
3264,2,Mehdipatnam,1300,15000,2
3268,2,Tarnaka,1150,13000,2
3271,2,Sainikpuri,1050,11000,2
3279,3,Miyapur,1559,21000,3
3286,1,Kothaguda,500,10000,1
3291,2,Erragadda,600,10500,2
3294,2,Miyapur,700,14000,2
3295,3,Kokapet,1600,30000,3
3296,3,Miyapur,1591,19000,3
3297,2,Miyapur,1325,17000,2
3298,3,Narsingi,1710,25000,3
3299,1,Tarnaka,1400,12000,2
3300,2,Begumpet,1500,18000,2
3301,2,Kukatpally,900,12000,2
3303,2,West Marredpally,1000,9500,2
3304,1,Kukatpally,700,9000,1
3314,3,Kondapur,1600,25000,3
3315,2,Miyapur,1100,14500,2
3322,2,Manikonda,1207,20000,2
3334,2,Miyapur,1000,13000,2
3336,2,Kondapur,1150,18000,2
3338,2,Kondapur,1400,25000,3
3339,2,Kondapur,1400,25000,3
3344,2,Kondapur,1050,20000,2
3357,3,Kukatpally,2030,30000,3
3363,2,Miyapur,900,13500,2
3364,3,Pocharam,1845,14000,3
3367,2,Kukatpally,1100,17000,2
3370,2,Miyapur,1060,15000,2
3371,2,Uppal,850,8500,2
3373,3, Kondapur,1520,25000,3
3376,2,Gajularamaram,900,10000,2
3377,2,Saidabad,1050,11000,2
3378,2,Jeedimetla,1110,12000,2
3386,1,Attapur,600,10000,1
3390,2,Saroornagar,910,9000,2
3396,2,Chanda Nagar,1200,18000,3
3398,2,Chanda Nagar,730,12000,2
3402,2,Shaikpet,1100,15000,2
3405,2,Kondapur,1315,18000,2
3407,1,kukatpally,1000,10500,2
3408,2,Borabanda,1420,20000,3
3410,2,Kukatpally,800,12500,2
3412,1,Chanda Nagar,750,8500,1
3420,2,Serilingampally,1200,13000,2
3422,2,Kondapur,1175,20000,2
3424,2,Kondapur,1175,20000,2
3428,2,Mallampet,900,10000,2
3434,2,Erragadda,990,12000,2
3435,2,Pragathi Nagar,1050,11000,2
3438,3,Kondapur,1720,22000,3
3454,1,Quthbullapur,600,6500,1
3463,3,Neknampur,1480,25000,3
3464,2,Banjara Hills,500,6500,1
3465,2,Banjara Hills,500,6500,1
3470,3,Serlingampalli,1850,29000,3
3471,2,Miyapur,1250,12000,2
3472,2,Nizampet,700,14000,2
3473,3,Miyapur,1560,18000,3
3476,1,Kukatpally,1000,13000,2
3479,2,Bandlaguda,1111,9500,2
3481,2,Serilingampally,930,10000,2
3485,2,Moti Nagar,1000,17000,2
3486,2,Moti Nagar,1000,17000,2
3488,1,Kukatpally,550,7500,1
3495,2,Miyapur,1100,16000,2
3499,3,Shaikpet,1200,24000,3
3500,2,Kondapur,1200,13000,2
3508,2,Kukatpally,1000,10000,2
3513,2,Puppalaguda,1235,17000,2
3514,2,Pragathi Nagar,800,8500,2
3521,3,Kondapur,2450,35000,4
3525,2,Kukatpally,1200,11000,2
3527,2,Chanda Nagar,1000,13500,2
3529,2,Chanda Nagar,1000,13500,2
3530,4,Kokapet,1685,30000,3
3532,2,Begumpet,940,9000,2
3533,2,Kothapet,850,12000,2
3536,2,Chanda Nagar,1180,15000,3
3537,2,Nacharam,1098,12000,2
3540,2,Bachupally,1000,9000,2
3545,2,Chanda Nagar,1115,17500,2
3547,2,Kukatpally,1000,15000,2
3551,1,Alwal,500,6200,1
3553,2,Miyapur,1140,17000,2
3556,2,Miyapur,1200,15000,2
3559,2,Toli Chowki,1600,15000,2
3566,2,Kukatpally,915,13000,2
3567,1,Begumpet,850,11000,2
3569,2,Kukatpally,1000,15000,2
3570,2,Kukatpally,1000,15000,2
3571,3,Mallampet,3600,25000,4
3573,3,Gachibowli,1950,25000,3
3575,2,Kukatpally,1000,17000,2
3578,2,Upparpally,1200,12000,2
3580,2,Yella Reddy Guda,1000,16000,2
3581,2,Kondapur,1170,15000,2
3582,2,Kondapur,1000,14000,2
3588,2,Safilguda,900,10000,2
3589,2,Kondapur,1150,18000,2
3590,3,Kondapur,1600,20000,3
3591,3,Kondapur,1600,20000,3
3592,3,Kukatpally,1580,22500,3
3594,2,Hayathnagar,1100,6500,2
3599,3,Saidabad,1300,18000,3
3602,2,Gachibowli,1198,30000,3
3605,2,Ram Nagar,550,8000,1
3608,1,West Marredpally,600,8000,1
3613,2,Gachibowli,1200,14800,2
3614,3,Kokapet,1535,25000,3
3617,2,Vanasthalipuram,1000,13500,2
3619,1,Hafeezpet,300,9000,1
3625,2,Kondapur,935,18000,2
3631,2,Kothapet,1200,8000,2
3632,2,Chanda Nagar,1000,14000,2
3633,2,Chanda Nagar,1000,14000,2
3636,2,Kukatpally,1000,13000,2
3641,3,Kondapur,1638,25000,3
3643,2,Bolarum,1200,12500,2
3649,3,Puppalaguda,1560,16000,3
3651,2,Chanda Nagar,950,12000,2
3656,1,Nallakunta,800,12000,2
3664,2,Nizampet,1550,13000,3
3668,2,Toli Chowki,1500,8500,3
3670,3,Hayathnagar,1170,10000,2
3677,2,Miyapur,1050,15000,2
3678,3,Toli Chowki,1610,27000,3
3679,3,Erragadda,1350,22000,3
3681,3,Uppal,1685,16000,3
3684,3,Nacharam,2200,28000,3
3686,2,Kondapur,1050,18000,2
3687,2,Manikonda,1650,17000,2
3689,3,Tarnaka,1725,25000,3
3692,3,Gachibowli,1740,30000,3
3694,3,Kukatpally,1695,25000,3
3698,2,Moti Nagar,1100,14000,2
3702,2,Hyder Nagar,1163,18000,2
3703,2,Miyapur,700,10000,2
3705,3,Medipally,1700,15000,3
3720,3,Khajaguda,1800,29000,3
3721,2,Alwal,650,5500,1
3722,1,Moosapet,1800,8500,1
3724,2,Kondapur,1100,18000,2
3726,3,Miyapur,1620,17000,3
3731,2,Kukatpally,950,18500,2
3733,2,Madinaguda,1300,19000,3
3734,3,Manikonda,1375,28500,3
3735,2,Nizampet,1350,14000,3
3736,2,Mallapur,830,8000,2
3737,2,Qutub Shahi Tombs,1550,17000,3
3738,2,Qutub Shahi Tombs,1550,17000,3
3739,2,LB Nagar,750,10000,2
3742,2,Hyderabad,1240,19000,3
3743,2,Balapur,550,6000,1
3746,2,Malkajgiri,1100,11000,2
3747,1,Balapur,1240,8500,2
3748,2,Chikkadpally,1400,25000,3
3751,3,Moosapet,1560,23000,3
3753,3,Manikonda,1384,27000,3
3762,2,Mehdipatnam,1125,14500,2
3764,2,Pragathi Nagar,1000,11000,2
3766,3,Kukatpally,1400,22000,3
3767,2,Kukatpally,1050,10500,2
3772,2,Nizampet,1100,11500,2
3773,3,Kondapur,1615,23000,3
3775,2,Somajiguda,920,14000,2
3777,2,Moosapet,700,12500,2
3782,3,Manikonda,1660,22000,3
3785,2,Chanda Nagar,985,13000,2
3787,2,Somajiguda,1050,16000,2
3788,1,Chanda Nagar,895,12000,2
3797,3,Nizampet,1380,20000,3
3798,3,Secunderabad,1500,16000,2
3799,1,Miyapur,780,13000,2
3800,3,Kondapur,1650,24000,3
3801,3,Kondapur,1650,24000,3
3804,3,Erragadda,1250,22000,3
3805,2,Warasiguda,900,9000,2
3806,2,Pragathi Nagar,1005,12500,2
3807,1,Gachibowli,750,10000,1
3808,2,Begumpet,1300,17000,2
3819,3,Kondapur,1500,22000,3
3824,3,Kondapur,1500,23000,3
3825,1,Moula Ali,780,7500,2
3826,3,Himayatnagar,1800,28000,3
3829,2,Moti Nagar,800,11500,2
3833,3,Kondapur,1670,22000,3
3834,2,Kukatpally,1200,15000,2
3835,2,Kushaiguda,600,6500,1
3838,2,Kukatpally,1015,13000,2
3840,2,Kondapur,1300,22000,3
3845,2,Gajularamaram,1500,13000,3
3846,3,Khajaguda,2000,29000,3
3848,1,Kushaiguda,450,7000,1
3850,1,Kondapur,500,10000,1
3858,2,Kapra,1220,14000,2
3859,3,Miyapur,1710,28000,3
3870,2, Miyapur,1100,15000,2
3873,2,Miyapur,1200,12000,2
3874,2,Pragathi Nagar,1000,14000,2
3876,2,Nagole,1000,11500,2
3878,1,Attapur,1000,10000,1
3883,2,Khairtabad,900,14000,2
3884,2,Manikonda,1105,13000,2
3885,2,Khairtabad,900,14000,2
3886,2,Manikonda,1105,13000,2
3887,2,Gachibowli,1260,18000,2
3890,2,Kondapur,1500,25000,3
3892,2,Kismatpur,1000,10000,2
3893,2,Boduppal,1200,9500,2
3895,2,Upperpally,1150,15000,2
3896,2,Kondapur,1132,16500,2
3897,2,Nizampet,1100,15000,2
3905,3,Kukatpally,2115,22000,3
3907,3,Kukatpally,2115,22000,3
3917,2,Hakimpet,1000,12000,2
3924,2,Yella Reddy Guda,1500,16000,2
3928,3,Yousufguda,1300,22000,3
3929,2,Pragathi Nagar,1340,16000,3
3936,2,Kondapur,1050,16000,2
3937,2,Chanda Nagar,1126,13000,2
3938,2,Yella Reddy Guda,1500,16000,2
3939,1,Mallapur,750,6000,1
3940,3,Shamshabad,400,7000,1
3942,2,Shamshabad,1000,13000,2
3947,2,Miyapur,905,12000,2
3949,2,Nizampet,1000,12000,2
3954,1,Shamshabad,800,7000,1
3956,2,Kondapur,1150,16000,2
3966,3,Kondapur,1500,26000,3
3967,3,Hafeezpet,1850,22000,3
3969,3,Hafeezpet,1850,22000,3
3972,2,Khairtabad,825,15000,2
3974,2,Gachibowli,1200,18000,2
3975,2,Moti Nagar,950,15000,2
3976,3,Hyder Nagar,1600,17000,3
3979,2,Miyapur,1225,20000,2
3980,3,Kukatpally,1695,30000,3
3983,2,Miyapur,1261,14000,2
3986,2,Kondapur,1500,21000,3
3988,1,Kukatpally,495,7500,1
4007,2,Ameerpet,1050,20000,2
4008,2,New Nallakunta,1058,20000,2
4013,2,Kondapur,1181,20000,2
4014,2,Hafeezpet,700,12000,2
4015,1,Amberpet,400,5500,1
4018,1,Borabanda,550,9000,1
4019,2,Hastinapuram,1200,9000,2
4021,2,Pragathi Nagar,1100,10500,2
4031,2,Kukatpally,1200,14000,3
4032,2,Kukatpally,1200,14000,3
